round,week,day,date,time,home_team,score,away_team,attendance,venue,referee,match_report,notes,game_id
Regular season,28,Sat,2016-04-02,15:30,Bayern Munich,1–0,Eint Frankfurt,75000,Allianz Arena,Florian Meyer,/en/matches/48b3ea8c/Bayern-Munich-Eintracht-Frankfurt-April-2-2016-Bundesliga,,48b3ea8c
Regular season,28,Sat,2016-04-02,15:30,Darmstadt 98,2–2,Stuttgart,17000,Jonathan-Heimes-Stadion am Böllenfalltor,Felix Zwayer,/en/matches/8e6760a3/Darmstadt-98-Stuttgart-April-2-2016-Bundesliga,,8e6760a3
Regular season,28,Sat,2016-04-02,18:30,Dortmund,3–2,Werder Bremen,81359,Signal Iduna Park,Tobias Welz,/en/matches/56b290bb/Dortmund-Werder-Bremen-April-2-2016-Bundesliga,,56b290bb
Regular season,28,Sat,2016-04-02,15:30,Hannover 96,0–3,Hamburger SV,49000,HDI-Arena,Robert Hartmann,/en/matches/37525730/Hannover-96-Hamburger-SV-April-2-2016-Bundesliga,,37525730
Regular season,28,Sat,2016-04-02,15:30,Ingolstadt 04,3–0,Schalke 04,15200,Audi-Sportpark,Daniel Siebert,/en/matches/ed1064ef/Ingolstadt-04-Schalke-04-April-2-2016-Bundesliga,,ed1064ef
Regular season,28,Sat,2016-04-02,15:30,Mainz 05,4–2,Augsburg,31780,Opel Arena,Patrick Ittrich,/en/matches/630af4b6/Mainz-05-Augsburg-April-2-2016-Bundesliga,,630af4b6
Regular season,28,Sun,2016-04-03,17:30,Hoffenheim,1–1,Köln,30150,PreZero Arena,Deniz Aytekin,/en/matches/9e0b8bb1/Hoffenheim-Koln-April-3-2016-Bundesliga,,9e0b8bb1
Regular season,28,Sun,2016-04-03,15:30,M'Gladbach,5–0,Hertha BSC,53114,Stadion im Borussia-Park,Sascha Stegemann,/en/matches/0d9b17ae/Monchengladbach-Hertha-BSC-April-3-2016-Bundesliga,,0d9b17ae
Regular season,29,Fri,2016-04-08,20:30,Hertha BSC,2–2,Hannover 96,45229,Olympiastadion Berlin,Benjamin Brand,/en/matches/cc8ca298/Hertha-BSC-Hannover-96-April-8-2016-Bundesliga,,cc8ca298
Regular season,29,Sat,2016-04-09,15:30,Eint Frankfurt,0–2,Hoffenheim,51000,Commerzbank-Arena,Felix Brych,/en/matches/c9183deb/Eintracht-Frankfurt-Hoffenheim-April-9-2016-Bundesliga,,c9183deb
Regular season,29,Sat,2016-04-09,15:30,Hamburger SV,1–2,Darmstadt 98,57000,Volksparkstadion,Peter Sippel,/en/matches/1d647fdc/Hamburger-SV-Darmstadt-98-April-9-2016-Bundesliga,,1d647fdc
Regular season,29,Sat,2016-04-09,15:30,Ingolstadt 04,1–0,M'Gladbach,15200,Audi-Sportpark,Tobias Welz,/en/matches/793afc88/Ingolstadt-04-Monchengladbach-April-9-2016-Bundesliga,,793afc88
Regular season,29,Sat,2016-04-09,15:30,Stuttgart,1–3,Bayern Munich,60000,Mercedes-Benz Arena,Bastian Dankert,/en/matches/97d50591/Stuttgart-Bayern-Munich-April-9-2016-Bundesliga,,97d50591
Regular season,29,Sat,2016-04-09,15:30,Werder Bremen,1–2,Augsburg,41000,Weserstadion,Daniel Siebert,/en/matches/104e6fae/Werder-Bremen-Augsburg-April-9-2016-Bundesliga,,104e6fae
Regular season,29,Sat,2016-04-09,18:30,Wolfsburg,1–1,Mainz 05,27844,Volkswagen Arena,Günter Perl,/en/matches/81c6a52f/Wolfsburg-Mainz-05-April-9-2016-Bundesliga,,81c6a52f
Regular season,29,Sun,2016-04-10,17:30,Köln,0–2,Leverkusen,50000,RheinEnergieSTADION,Manuel Gräfe,/en/matches/f366d386/Koln-Bayer-Leverkusen-April-10-2016-Bundesliga,,f366d386
Regular season,29,Sun,2016-04-10,15:30,Schalke 04,2–2,Dortmund,61670,Veltins-Arena,Felix Zwayer,/en/matches/f26f352e/Revierderby-Schalke-04-Dortmund-April-10-2016-Bundesliga,,f26f352e
Regular season,30,Fri,2016-04-15,20:30,Hannover 96,2–0,M'Gladbach,46196,HDI-Arena,Markus Schmidt,/en/matches/68aeb3ac/Hannover-96-Monchengladbach-April-15-2016-Bundesliga,,68aeb3ac
Regular season,30,Sat,2016-04-16,15:30,Augsburg,1–0,Stuttgart,30660,WWK Arena,Tobias Stieler,/en/matches/c8131a5d/Augsburg-Stuttgart-April-16-2016-Bundesliga,,c8131a5d
Regular season,30,Sat,2016-04-16,18:30,Bayern Munich,3–0,Schalke 04,75000,Allianz Arena,Tobias Welz,/en/matches/bfd15712/Bayern-Munich-Schalke-04-April-16-2016-Bundesliga,,bfd15712
Regular season,30,Sat,2016-04-16,15:30,Darmstadt 98,2–0,Ingolstadt 04,15600,Jonathan-Heimes-Stadion am Böllenfalltor,Michael Weiner,/en/matches/febdd681/Darmstadt-98-Ingolstadt-04-April-16-2016-Bundesliga,,febdd681
Regular season,30,Sat,2016-04-16,15:30,Hoffenheim,2–1,Hertha BSC,27745,PreZero Arena,Guido Winkmann,/en/matches/5715203d/Hoffenheim-Hertha-BSC-April-16-2016-Bundesliga,,5715203d
Regular season,30,Sat,2016-04-16,15:30,Leverkusen,3–0,Eint Frankfurt,30210,BayArena,Deniz Aytekin,/en/matches/b91118c9/Bayer-Leverkusen-Eintracht-Frankfurt-April-16-2016-Bundesliga,,b91118c9
Regular season,30,Sat,2016-04-16,15:30,Werder Bremen,3–2,Wolfsburg,40557,Weserstadion,Wolfgang Stark,/en/matches/54162880/Werder-Bremen-Wolfsburg-April-16-2016-Bundesliga,,54162880
Regular season,30,Sun,2016-04-17,15:30,Dortmund,3–0,Hamburger SV,81359,Signal Iduna Park,Marco Fritz,/en/matches/74173fa5/Dortmund-Hamburger-SV-April-17-2016-Bundesliga,,74173fa5
Regular season,30,Sun,2016-04-17,17:30,Mainz 05,2–3,Köln,33275,Opel Arena,Peter Sippel,/en/matches/5ed6806c/Mainz-05-Koln-April-17-2016-Bundesliga,,5ed6806c
Regular season,31,Fri,2016-04-22,20:30,Hamburger SV,2–1,Werder Bremen,57000,Volksparkstadion,Manuel Gräfe,/en/matches/db654ca5/Hamburger-SV-Werder-Bremen-April-22-2016-Bundesliga,,db654ca5
Regular season,31,Sat,2016-04-23,15:30,Hertha BSC,0–2,Bayern Munich,76233,Olympiastadion Berlin,Marco Fritz,/en/matches/7ef72ff0/Hertha-BSC-Bayern-Munich-April-23-2016-Bundesliga,,7ef72ff0
Regular season,31,Sat,2016-04-23,15:30,Ingolstadt 04,2–2,Hannover 96,14831,Audi-Sportpark,Sascha Stegemann,/en/matches/8881240d/Ingolstadt-04-Hannover-96-April-23-2016-Bundesliga,,8881240d
Regular season,31,Sat,2016-04-23,15:30,Köln,4–1,Darmstadt 98,50000,RheinEnergieSTADION,Christian Dingert,/en/matches/489cdd60/Koln-Darmstadt-98-April-23-2016-Bundesliga,,489cdd60
Regular season,31,Sat,2016-04-23,18:30,Schalke 04,2–3,Leverkusen,62271,Veltins-Arena,Wolfgang Stark,/en/matches/603f5c2b/Schalke-04-Bayer-Leverkusen-April-23-2016-Bundesliga,,603f5c2b
Regular season,31,Sat,2016-04-23,15:30,Stuttgart,0–3,Dortmund,60000,Mercedes-Benz Arena,Daniel Siebert,/en/matches/ddd040b7/Stuttgart-Dortmund-April-23-2016-Bundesliga,,ddd040b7
Regular season,31,Sat,2016-04-23,15:30,Wolfsburg,0–2,Augsburg,27261,Volkswagen Arena,Knut Kircher,/en/matches/73f919fd/Wolfsburg-Augsburg-April-23-2016-Bundesliga,,73f919fd
Regular season,31,Sun,2016-04-24,17:30,Eint Frankfurt,2–1,Mainz 05,50300,Commerzbank-Arena,Felix Zwayer,/en/matches/8c7f5a9b/Eintracht-Frankfurt-Mainz-05-April-24-2016-Bundesliga,,8c7f5a9b
Regular season,31,Sun,2016-04-24,15:30,M'Gladbach,3–1,Hoffenheim,53144,Stadion im Borussia-Park,Robert Hartmann,/en/matches/0e53ad1c/Monchengladbach-Hoffenheim-April-24-2016-Bundesliga,,0e53ad1c
Regular season,32,Fri,2016-04-29,20:30,Augsburg,0–0,Köln,30144,WWK Arena,Tobias Welz,/en/matches/1c36578f/Augsburg-Koln-April-29-2016-Bundesliga,,1c36578f
Regular season,32,Sat,2016-04-30,15:30,Bayern Munich,1–1,M'Gladbach,75000,Allianz Arena,Daniel Siebert,/en/matches/51dec041/Bayern-Munich-Monchengladbach-April-30-2016-Bundesliga,,51dec041
Regular season,32,Sat,2016-04-30,15:30,Darmstadt 98,1–2,Eint Frankfurt,14800,Jonathan-Heimes-Stadion am Böllenfalltor,Manuel Gräfe,/en/matches/0c2231d1/Darmstadt-98-Eintracht-Frankfurt-April-30-2016-Bundesliga,,0c2231d1
Regular season,32,Sat,2016-04-30,15:30,Dortmund,5–1,Wolfsburg,81359,Signal Iduna Park,Robert Hartmann,/en/matches/c455aa16/Dortmund-Wolfsburg-April-30-2016-Bundesliga,,c455aa16
Regular season,32,Sat,2016-04-30,15:30,Hannover 96,1–3,Schalke 04,46900,HDI-Arena,Günter Perl,/en/matches/c37bf0ee/Hannover-96-Schalke-04-April-30-2016-Bundesliga,,c37bf0ee
Regular season,32,Sat,2016-04-30,15:30,Hoffenheim,2–1,Ingolstadt 04,26561,PreZero Arena,Bastian Dankert,/en/matches/08a85f7c/Hoffenheim-Ingolstadt-04-April-30-2016-Bundesliga,,08a85f7c
Regular season,32,Sat,2016-04-30,18:30,Leverkusen,2–1,Hertha BSC,30210,BayArena,Tobias Stieler,/en/matches/e9026988/Bayer-Leverkusen-Hertha-BSC-April-30-2016-Bundesliga,,e9026988
Regular season,32,Sat,2016-04-30,15:30,Mainz 05,0–0,Hamburger SV,34000,Opel Arena,Guido Winkmann,/en/matches/9536c654/Mainz-05-Hamburger-SV-April-30-2016-Bundesliga,,9536c654
Regular season,32,Mon,2016-05-02,20:15,Werder Bremen,6–2,Stuttgart,41000,Weserstadion,Felix Brych,/en/matches/43b8eb27/Werder-Bremen-Stuttgart-May-2-2016-Bundesliga,,43b8eb27
Regular season,33,Sat,2016-05-07,15:30,Eint Frankfurt,1–0,Dortmund,51500,Commerzbank-Arena,Daniel Siebert,/en/matches/4736b309/Eintracht-Frankfurt-Dortmund-May-7-2016-Bundesliga,,4736b309
Regular season,33,Sat,2016-05-07,15:30,Hamburger SV,0–1,Wolfsburg,57000,Volksparkstadion,Benjamin Brand,/en/matches/163a37d0/Hamburger-SV-Wolfsburg-May-7-2016-Bundesliga,,163a37d0
Regular season,33,Sat,2016-05-07,15:30,Hannover 96,1–0,Hoffenheim,38096,HDI-Arena,Wolfgang Stark,/en/matches/dcf97f49/Hannover-96-Hoffenheim-May-7-2016-Bundesliga,,dcf97f49
Regular season,33,Sat,2016-05-07,15:30,Hertha BSC,1–2,Darmstadt 98,60280,Olympiastadion Berlin,Felix Brych,/en/matches/5fe9b9c9/Hertha-BSC-Darmstadt-98-May-7-2016-Bundesliga,,5fe9b9c9
Regular season,33,Sat,2016-05-07,15:30,Ingolstadt 04,1–2,Bayern Munich,15617,Audi-Sportpark,Florian Meyer,/en/matches/35242ef0/Ingolstadt-04-Bayern-Munich-May-7-2016-Bundesliga,,35242ef0
Regular season,33,Sat,2016-05-07,15:30,Köln,0–0,Werder Bremen,50000,RheinEnergieSTADION,Felix Zwayer,/en/matches/76f5418b/Koln-Werder-Bremen-May-7-2016-Bundesliga,,76f5418b
Regular season,33,Sat,2016-05-07,15:30,M'Gladbach,2–1,Leverkusen,54010,Stadion im Borussia-Park,Bastian Dankert,/en/matches/ea408206/Monchengladbach-Bayer-Leverkusen-May-7-2016-Bundesliga,,ea408206
Regular season,33,Sat,2016-05-07,15:30,Schalke 04,1–1,Augsburg,62271,Veltins-Arena,Christian Dingert,/en/matches/525eaa1a/Schalke-04-Augsburg-May-7-2016-Bundesliga,,525eaa1a
Regular season,33,Sat,2016-05-07,15:30,Stuttgart,1–3,Mainz 05,60000,Mercedes-Benz Arena,Deniz Aytekin,/en/matches/110fbee2/Stuttgart-Mainz-05-May-7-2016-Bundesliga,,110fbee2
Regular season,34,Sat,2016-05-14,15:30,Augsburg,1–3,Hamburger SV,30660,WWK Arena,Florian Meyer,/en/matches/a1107731/Augsburg-Hamburger-SV-May-14-2016-Bundesliga,,a1107731
Regular season,34,Sat,2016-05-14,15:30,Bayern Munich,3–1,Hannover 96,75000,Allianz Arena,Knut Kircher,/en/matches/c3b45ea0/Bayern-Munich-Hannover-96-May-14-2016-Bundesliga,,c3b45ea0
Regular season,34,Sat,2016-05-14,15:30,Darmstadt 98,0–2,M'Gladbach,17000,Jonathan-Heimes-Stadion am Böllenfalltor,Peter Sippel,/en/matches/2f99e987/Darmstadt-98-Monchengladbach-May-14-2016-Bundesliga,,2f99e987
Regular season,34,Sat,2016-05-14,15:30,Dortmund,2–2,Köln,81359,Signal Iduna Park,Michael Weiner,/en/matches/f407d2cd/Dortmund-Koln-May-14-2016-Bundesliga,,f407d2cd
Regular season,34,Sat,2016-05-14,15:30,Hoffenheim,1–4,Schalke 04,30150,PreZero Arena,Felix Brych,/en/matches/39a71b34/Hoffenheim-Schalke-04-May-14-2016-Bundesliga,,39a71b34
Regular season,34,Sat,2016-05-14,15:30,Leverkusen,3–2,Ingolstadt 04,29220,BayArena,Guido Winkmann,/en/matches/6e5bd962/Bayer-Leverkusen-Ingolstadt-04-May-14-2016-Bundesliga,,6e5bd962
Regular season,34,Sat,2016-05-14,15:30,Mainz 05,0–0,Hertha BSC,33800,Opel Arena,Sascha Stegemann,/en/matches/c179c26c/Mainz-05-Hertha-BSC-May-14-2016-Bundesliga,,c179c26c
Regular season,34,Sat,2016-05-14,15:30,Werder Bremen,1–0,Eint Frankfurt,42100,Weserstadion,Deniz Aytekin,/en/matches/966e15af/Werder-Bremen-Eintracht-Frankfurt-May-14-2016-Bundesliga,,966e15af
Regular season,34,Sat,2016-05-14,15:30,Wolfsburg,3–1,Stuttgart,30000,Volkswagen Arena,Manuel Gräfe,/en/matches/20ee0cbf/Wolfsburg-Stuttgart-May-14-2016-Bundesliga,,20ee0cbf
German 1/2 Relegation/Promotion Playoffs,,Thu,2016-05-19,20:30,Eint Frankfurt,1–1,Nürnberg,51500,Commerzbank-Arena,,/en/matches/8723d374/Eintracht-Frankfurt-Nurnberg-May-19-2016-German-12-RelegationPromotion-Play-offs,Leg 1 of 2,8723d374
German 1/2 Relegation/Promotion Playoffs,,Mon,2016-05-23,20:30,Nürnberg,0–1,Eint Frankfurt,50000,Max-Morlock-Stadion,,/en/matches/b697b8f8/Nurnberg-Eintracht-Frankfurt-May-23-2016-German-12-RelegationPromotion-Play-offs,Leg 2 of 2; Eint Frankfurt won,b697b8f8
